event_id,schedule_type,date,weekday,start_time,end_time,recurrence,faculty,course,stream,language,group_block,group_or_stream,faculty_course_stream,teacher_abbr,teacher_name,teacher_name_full,room,location,topic,needs_review,source_file,source_row,raw_line,search_blob,teacher_alias_blob,group_alias_blob,teacher_date_key,group_time_key
P0062,Практические занятия,,Пятница,11:20,14:20,еженедельно,"МФИУ, General Medicine",2.0,2 поток,EN,"МФИУ, General Medicine 2 поток",6226ая,"МФИУ, General Medicine / 2 курс / 2 поток",ТГ,Северина Татьяна Геннадьевна,Северина Татьяна Геннадьевна,142-1,,,,Расписание_26_08_ФИНАЛ.docx,,6226ая  ТГ 142-1,практические занятия | пятница | 11:20 | 14:20 | 6226ая | тг | северина татьяна геннадьевна | 142-1,ТГ | Северина Татьяна Геннадьевна | Геннадьевна | С Т Г,6226ая | 6226ая group | group 6226ая | гр 6226ая | группа 6226ая,ТГ | ,6226ая | Пятница | 11:20-14:20
P0063,Практические занятия,,Среда,11:30,14:30,еженедельно,Лечебный факультет,2.0,2 поток,RU,Лечебный факультет 2 поток,1218,Лечебный факультет / 2 курс / 2 поток,ФВН,Фоменко Виктор Николаевич,Фоменко Виктор Николаевич,142-2,,,,Расписание_26_08_ФИНАЛ.docx,,1218  ФВН 142-2,практические занятия | среда | 11:30 | 14:30 | 1218 | фвн | фоменко виктор николаевич | 142-2,ФВН | Фоменко Виктор Николаевич | Николаевич | Ф В Н,1218 | 1218 group | group 1218 | гр 1218 | группа 1218,ФВН | ,1218 | Среда | 11:30-14:30
P0064,Практические занятия,,Понедельник,11:30,14:30,еженедельно,Лечебный факультет,2.0,3 поток,RU,Лечебный факультет 3 поток,1223,Лечебный факультет / 2 курс / 3 поток,ФВН,Фоменко Виктор Николаевич,Фоменко Виктор Николаевич,127,,,,Расписание_26_08_ФИНАЛ.docx,,1223 ФВН 127,практические занятия | понедельник | 11:30 | 14:30 | 1223 | фвн | фоменко виктор николаевич | 127,ФВН | Фоменко Виктор Николаевич | Николаевич | Ф В Н,1223 | 1223 group | group 1223 | гр 1223 | группа 1223,ФВН | ,1223 | Понедельник | 11:30-14:30
P0065,Практические занятия,,Понедельник,11:30,14:30,еженедельно,Лечебный факультет,2.0,3 поток,RU,Лечебный факультет 3 поток,1224,Лечебный факультет / 2 курс / 3 поток,СИА,Сергеев Иван Алексеевич,Сергеев Иван Алексеевич,142-1,,,,Расписание_26_08_ФИНАЛ.docx,,1224  СИА 142-1,практические занятия | понедельник | 11:30 | 14:30 | 1224 | сиа | сергеев иван александрович | 142-1,СИА | Сергеев Иван Алексеевич | Александрович | С И А,1224 | 1224 group | group 1224 | гр 1224 | группа 1224,СИА | ,1224 | Понедельник | 11:30-14:30
P0066,Практические занятия,,Вторник,11:30,14:30,еженедельно,Лечебный факультет,2.0,1 поток,RU,Лечебный факультет 1 поток,1201,Лечебный факультет / 2 курс / 1 поток,АГ,Чабан Алла Геннадьевна,Чабан Алла Геннадьевна,142-1,,,,Расписание_26_08_ФИНАЛ.docx,,1201  АГ 142-1,практические занятия | вторник | 11:30 | 14:30 | 1201 | аг | чабан анна геннадьевна | 142-1,АГ | Чабан Анна Геннадьевна | Геннадьевна | Ч А Г,1201 | 1201 group | group 1201 | гр 1201 | группа 1201,АГ | ,1201 | Вторник | 11:30-14:30
P0067,Практические занятия,,Вторник,11:30,14:30,еженедельно,Лечебный факультет,2.0,1 поток,RU,Лечебный факультет 1 поток,1202,Лечебный факультет / 2 курс / 1 поток,ПТА,Пупа Татьяна Александровна,Пупа Татьяна Александровна,142-2,,,,Расписание_26_08_ФИНАЛ.docx,,1202  ПТА 142-2,практические занятия | вторник | 11:30 | 14:30 | 1202 | пта | пупа татьяна александровна | 142-2,ПТА | Пупа Татьяна Александровна | Александровна | П Т А,1202 | 1202 group | group 1202 | гр 1202 | группа 1202,ПТА | ,1202 | Вторник | 11:30-14:30
P0068,Практические занятия,,Вторник,11:30,14:30,еженедельно,Лечебный факультет,2.0,1 поток,RU,Лечебный факультет 1 поток,1206,Лечебный факультет / 2 курс / 1 поток,ТП,Голодок Татьяна Петровна,Голодок Татьяна Петровна,143,,,,Расписание_26_08_ФИНАЛ.docx,,1206  ТП 143,практические занятия | вторник | 11:30 | 14:30 | 1206 | тп | голодок татьяна павловна | 143,ТП | Голодок Татьяна Павловна | Павловна | Г Т П,1206 | 1206 group | group 1206 | гр 1206 | группа 1206,ТП | ,1206 | Вторник | 11:30-14:30
P0069,Практические занятия,,Четверг,11:30,14:30,еженедельно,Лечебный факультет,2.0,1 поток,RU,Лечебный факультет 1 поток,1203,Лечебный факультет / 2 курс / 1 поток,ДАД,Данченко Александр Дмитриевич,Данченко Александр Дмитриевич,102,,,,Расписание_26_08_ФИНАЛ.docx,,1203  ДАД 102,практические занятия | четверг | 11:30 | 14:30 | 1203 | дад | данченко александр дмитриевич | 102,ДАД | Данченко Александр Дмитриевич | Дмитриевич | Д А Д,1203 | 1203 group | group 1203 | гр 1203 | группа 1203,ДАД | ,1203 | Четверг | 11:30-14:30
P0070,Практические занятия,,Четверг,11:30,14:30,еженедельно,Лечебный факультет,2.0,1 поток,RU,Лечебный факультет 1 поток,1205,Лечебный факультет / 2 курс / 1 поток,АГ,Чабан Алла Геннадьевна,Чабан Алла Геннадьевна,142-2,,,,Расписание_26_08_ФИНАЛ.docx,,1205  АГ 142-2,практические занятия | четверг | 11:30 | 14:30 | 1205 | аг | чабан анна геннадьевна | 142-2,АГ | Чабан Анна Геннадьевна | Геннадьевна | Ч А Г,1205 | 1205 group | group 1205 | гр 1205 | группа 1205,АГ | ,1205 | Четверг | 11:30-14:30
P0071,Практические занятия,,Четверг,11:30,14:30,еженедельно,Лечебный факультет,2.0,1 поток,RU,Лечебный факультет 1 поток,1207,Лечебный факультет / 2 курс / 1 поток,ЮВ,Гайкович Юлия Владимировна,Гайкович Юлия Владимировна,142-1,,,,Расписание_26_08_ФИНАЛ.docx,,1207  ЮВ 142-1,практические занятия | четверг | 11:30 | 14:30 | 1207 | юв | гайкович юлия владимировна | 142-1,ЮВ | Гайкович Юлия Владимировна | Владимировна | Г Ю В,1207 | 1207 group | group 1207 | гр 1207 | группа 1207,ЮВ | ,1207 | Четверг | 11:30-14:30
P0072,Практические занятия,,Среда,11:40,13:55,еженедельно,"МФИУ, Dentistry",2.0,,RU,"МФИУ, Dentistry ",6242,"МФИУ, Dentistry / 2 курс",ВД,Водянова Валерия Дмитриевна,Водянова Валерия Дмитриевна,129,,,,Расписание_26_08_ФИНАЛ.docx,,6242  ВД 129,практические занятия | среда | 11:40 | 13:55 | 6242 | вд | водянова виктория дмитриевна | 129,ВД | Водянова Валерия Дмитриевна | Дмитриевна | В В Д,6242 | 6242 group | group 6242 | гр 6242 | группа 6242,ВД | ,6242 | Среда | 11:40-13:55
P0073,Практические занятия,,Вторник,11:40,14:40,еженедельно,"МФИУ, General Medicine",2.0,1 поток,EN,"МФИУ, General Medicine 1 поток",6217ая,"МФИУ, General Medicine / 2 курс / 1 поток",ТГ,Северина Татьяна Геннадьевна,Северина Татьяна Геннадьевна,133,,,,Расписание_26_08_ФИНАЛ.docx,,6217ая ТГ 133,практические занятия | вторник | 11:40 | 14:40 | 6217ая | тг | северина татьяна геннадьевна | 133,ТГ | Северина Татьяна Геннадьевна | Геннадьевна | С Т Г,6217ая | 6217ая group | group 6217ая | гр 6217ая | группа 6217ая,ТГ | ,6217ая | Вторник | 11:40-14:40
P0074,Практические занятия,,Среда,11:40,14:40,еженедельно,"МФИУ, General Medicine",2.0,1 поток,EN,"МФИУ, General Medicine 1 поток",6221ая,"МФИУ, General Medicine / 2 курс / 1 поток",ЮВ,Гайкович Юлия Владимировна,Гайкович Юлия Владимировна,142-1,,,,Расписание_26_08_ФИНАЛ.docx,,6221ая ЮВ 142-1,практические занятия | среда | 11:40 | 14:40 | 6221ая | юв | гайкович юлия владимировна | 142-1,ЮВ | Гайкович Юлия Владимировна | Владимировна | Г Ю В,6221ая | 6221ая group | group 6221ая | гр 6221ая | группа 6221ая,ЮВ | ,6221ая | Среда | 11:40-14:40
P0075,Практические занятия,,Четверг,11:40,14:40,еженедельно,Лечебный факультет,2.0,2 поток,RU,Лечебный факультет 2 поток,1217,Лечебный факультет / 2 курс / 2 поток,МО,Абаимова Маргарита Омистеровна,Абаимова Маргарита Омистеровна,130,,,,Расписание_26_08_ФИНАЛ.docx,,1217 МО 130,практические занятия | четверг | 11:40 | 14:40 | 1217 | мо | абаимова мария олеговна | 130,МО | Абаимова Мария Олеговна | Олеговна | А М О,1217 | 1217 group | group 1217 | гр 1217 | группа 1217,МО | ,1217 | Четверг | 11:40-14:40
P0076,Практические занятия,,Пятница,11:40,14:40,еженедельно,Лечебный факультет,2.0,2 поток,RU,Лечебный факультет 2 поток,1219,Лечебный факультет / 2 курс / 2 поток,СИН,Семененя Игорь Николаевич,Семененя Игорь Николаевич,128,,,,Расписание_26_08_ФИНАЛ.docx,,1219  СИН 128,практические занятия | пятница | 11:40 | 14:40 | 1219 | син | семененя игорь николаевич | 128,СИН | Семененя Игорь Николаевич | Николаевич | С И Н,1219 | 1219 group | group 1219 | гр 1219 | группа 1219,СИН | ,1219 | Пятница | 11:40-14:40
P0077,Практические занятия,,Пятница,11:40,14:40,еженедельно,Лечебный факультет,2.0,2 поток,RU,Лечебный факультет 2 поток,1220,Лечебный факультет / 2 курс / 2 поток,МО,Абаимова Маргарита Омистеровна,Абаимова Маргарита Омистеровна,130,,,,Расписание_26_08_ФИНАЛ.docx,,1220  МО 130,практические занятия | пятница | 11:40 | 14:40 | 1220 | мо | абаимова мария олеговна | 130,МО | Абаимова Мария Олеговна | Олеговна | А М О,1220 | 1220 group | group 1220 | гр 1220 | группа 1220,МО | ,1220 | Пятница | 11:40-14:40
P0078,Практические занятия,,Вторник,12:00,14:15,еженедельно,"МФИУ, Pharmacy",1.0,,EN,"МФИУ, Pharmacy ",6161ая,"МФИУ, Pharmacy / 1 курс",ЮВ,Гайкович Юлия Владимировна,Гайкович Юлия Владимировна,130,,,,Расписание_26_08_ФИНАЛ.docx,,6161ая ЮВ 130,практические занятия | вторник | 12:00 | 14:15 | 6161ая | юв | гайкович юлия владимировна | 130,ЮВ | Гайкович Юлия Владимировна | Владимировна | Г Ю В,6161ая | 6161ая group | group 6161ая | гр 6161ая | группа 6161ая,ЮВ | ,6161ая | Вторник | 12:00-14:15
P0079,Практические занятия,,Понедельник,12:10,15:10,еженедельно,Лечебный факультет,2.0,3 поток,RU,Лечебный факультет 3 поток,1228,Лечебный факультет / 2 курс / 3 поток,ДАД,Данченко Александр Дмитриевич,Данченко Александр Дмитриевич,130,,,,Расписание_26_08_ФИНАЛ.docx,,1228  ДАД 130,практические занятия | понедельник | 12:10 | 15:10 | 1228 | дад | данченко александр дмитриевич | 130,ДАД | Данченко Александр Дмитриевич | Дмитриевич | Д А Д,1228 | 1228 group | group 1228 | гр 1228 | группа 1228,ДАД | ,1228 | Понедельник | 12:10-15:10
P0080,Практические занятия,,Понедельник,12:10,15:10,еженедельно,"МФИУ, General Medicine",2.0,1 поток,EN,"МФИУ, General Medicine 1 поток",6222ая,"МФИУ, General Medicine / 2 курс / 1 поток",ТГ,Северина Татьяна Геннадьевна,Северина Татьяна Геннадьевна,133,,,,Расписание_26_08_ФИНАЛ.docx,,6222ая ТГ 133,практические занятия | понедельник | 12:10 | 15:10 | 6222ая | тг | северина татьяна геннадьевна | 133,ТГ | Северина Татьяна Геннадьевна | Геннадьевна | С Т Г,6222ая | 6222ая group | group 6222ая | гр 6222ая | группа 6222ая,ТГ | ,6222ая | Понедельник | 12:10-15:10
P0081,Практические занятия,,Пятница,12:10,15:10,еженедельно,Лечебный факультет,2.0,2 поток,RU,Лечебный факультет 2 поток,1216,Лечебный факультет / 2 курс / 2 поток,ДА,Александров Денис Александрович,Александров Денис Александрович,133,,,,Расписание_26_08_ФИНАЛ.docx,,1216 ДА 133,практические занятия | пятница | 12:10 | 15:10 | 1216 | да | александров денис александрович | 133,ДА | Александров Денис Александрович | Александрович | А Д А,1216 | 1216 group | group 1216 | гр 1216 | группа 1216,ДА | ,1216 | Пятница | 12:10-15:10
P0082,Практические занятия,,Пятница,12:10,15:10,еженедельно,Военно-медицинский институт,2.0,,RU,Военно-медицинский институт ,4203,Военно-медицинский институт / 2 курс,ЛХ,Эль Сахмарани Латифа Холедовна,Эль Сахмарани Латифа Холедовна,127,,,,Расписание_26_08_ФИНАЛ.docx,,4203 ЛХ 127,практические занятия | пятница | 12:10 | 15:10 | 4203 | лх | эль самархани латифа холедовна | 127,ЛХ | Эль Сахмарани Латифа Холедовна | Холедовна | Э С Л Х,4203 | 4203 group | group 4203 | гр 4203 | группа 4203,ЛХ | ,4203 | Пятница | 12:10-15:10
P0083,Практические занятия,,Пятница,12:10,15:10,еженедельно,Военно-медицинский институт,2.0,,RU,Военно-медицинский институт ,4204,Военно-медицинский институт / 2 курс,ВД,Водянова Валерия Дмитриевна,Водянова Валерия Дмитриевна,129,,,,Расписание_26_08_ФИНАЛ.docx,,4204  ВД 129,практические занятия | пятница | 12:10 | 15:10 | 4204 | вд | водянова виктория дмитриевна | 129,ВД | Водянова Валерия Дмитриевна | Дмитриевна | В В Д,4204 | 4204 group | group 4204 | гр 4204 | группа 4204,ВД | ,4204 | Пятница | 12:10-15:10
P0084,Практические занятия,,Понедельник,13:00,15:15,еженедельно,Стоматологический факультет,2.0,2 поток,RU,Стоматологический факультет 2 поток,7215,Стоматологический факультет / 2 курс / 2 поток,ПАИ,Печурский Алексей Ильич,Печурский Алексей Ильич,129,,,,Расписание_26_08_ФИНАЛ.docx,,7215  ПАИ 129,практические занятия | понедельник | 13:00 | 15:15 | 7215 | паи | печурский александр игоревич | 129,ПАИ | Печурский Александр Игоревич | Игоревич | П А И,7215 | 7215 group | group 7215 | гр 7215 | группа 7215,ПАИ | ,7215 | Понедельник | 13:00-15:15
P0085,Практические занятия,,Понедельник,13:00,15:15,еженедельно,"МФИУ, Dentistry",2.0,,RU,"МФИУ, Dentistry ",6243,"МФИУ, Dentistry / 2 курс",ЛХ,Эль Сахмарани Латифа Холедовна,Эль Сахмарани Латифа Холедовна,143,,,,Расписание_26_08_ФИНАЛ.docx,,6243  ЛХ 143,практические занятия | понедельник | 13:00 | 15:15 | 6243 | лх | эль самархани латифа холедовна | 143,ЛХ | Эль Сахмарани Латифа Холедовна | Холедовна | Э С Л Х,6243 | 6243 group | group 6243 | гр 6243 | группа 6243,ЛХ | ,6243 | Понедельник | 13:00-15:15
P0086,Практические занятия,,Вторник,13:00,15:15,еженедельно,"МФИУ, Dentistry",2.0,,EN,"МФИУ, Dentistry ",6249ая,"МФИУ, Dentistry / 2 курс",ФВН,Фоменко Виктор Николаевич,Фоменко Виктор Николаевич,102,,,,Расписание_26_08_ФИНАЛ.docx,,6249ая  ФВН 102,практические занятия | вторник | 13:00 | 15:15 | 6249ая | фвн | фоменко виктор николаевич | 102,ФВН | Фоменко Виктор Николаевич | Николаевич | Ф В Н,6249ая | 6249ая group | group 6249ая | гр 6249ая | группа 6249ая,ФВН | ,6249ая | Вторник | 13:00-15:15
P0087,Практические занятия,,Среда,13:00,15:15,еженедельно,Стоматологический факультет,2.0,1 поток,RU,Стоматологический факультет 1 поток,7202,Стоматологический факультет / 2 курс / 1 поток,СИА,Сергеев Иван Алексеевич,Сергеев Иван Алексеевич,102,,,,Расписание_26_08_ФИНАЛ.docx,,7202  СИА 102,практические занятия | среда | 13:00 | 15:15 | 7202 | сиа | сергеев иван александрович | 102,СИА | Сергеев Иван Алексеевич | Александрович | С И А,7202 | 7202 group | group 7202 | гр 7202 | группа 7202,СИА | ,7202 | Среда | 13:00-15:15
P0088,Практические занятия,,Среда,13:00,15:15,еженедельно,Стоматологический факультет,2.0,2 поток,RU,Стоматологический факультет 2 поток,7209,Стоматологический факультет / 2 курс / 2 поток,АГ,Чабан Алла Геннадьевна,Чабан Алла Геннадьевна,130,компьютерный класс,,,Расписание_26_08_ФИНАЛ.docx,,7209  АГ 130 (в комп 14.40),практические занятия | среда | 13:00 | 15:15 | 7209 | аг | чабан анна геннадьевна | 130 | компьютерный класс,АГ | Чабан Анна Геннадьевна | Геннадьевна | Ч А Г,7209 | 7209 group | group 7209 | гр 7209 | группа 7209,АГ | ,7209 | Среда | 13:00-15:15
P0089,Практические занятия,,Четверг,13:00,15:15,еженедельно,"МФИУ, Dentistry",2.0,,EN,"МФИУ, Dentistry ",6248ая,"МФИУ, Dentistry / 2 курс",ГАЛ,Григорьян Анастасия Леонтьевна,Григорьян Анастасия Леонтьевна,127,,,,Расписание_26_08_ФИНАЛ.docx,,6248ая  ГАЛ 127,практические занятия | четверг | 13:00 | 15:15 | 6248ая | гал | григорьян анастасия леонтьевна | 127,ГАЛ | Григорьян Анастасия Леонтьевна | Леонтьевна | Г А Л,6248ая | 6248ая group | group 6248ая | гр 6248ая | группа 6248ая,ГАЛ | ,6248ая | Четверг | 13:00-15:15
P0090,Практические занятия,,Четверг,13:00,15:15,еженедельно,Фармацевтический факультет,1.0,,RU,Фармацевтический факультет ,8106,Фармацевтический факультет / 1 курс,ПАИ,Печурский Алексей Ильич,Печурский Алексей Ильич,129,,,,Расписание_26_08_ФИНАЛ.docx,,8106  ПАИ 129,практические занятия | четверг | 13:00 | 15:15 | 8106 | паи | печурский александр игоревич | 129,ПАИ | Печурский Александр Игоревич | Игоревич | П А И,8106 | 8106 group | group 8106 | гр 8106 | группа 8106,ПАИ | ,8106 | Четверг | 13:00-15:15
P0091,Практические занятия,,Пятница,13:00,16:00,еженедельно,"МФИУ, General Medicine",2.0,1 поток,EN,"МФИУ, General Medicine 1 поток",6220ая,"МФИУ, General Medicine / 2 курс / 1 поток",ГАЛ,Григорьян Анастасия Леонтьевна,Григорьян Анастасия Леонтьевна,102,,,,Расписание_26_08_ФИНАЛ.docx,,6220ая ГАЛ 102,практические занятия | пятница | 13:00 | 16:00 | 6220ая | гал | григорьян анастасия леонтьевна | 102,ГАЛ | Григорьян Анастасия Леонтьевна | Леонтьевна | Г А Л,6220ая | 6220ая group | group 6220ая | гр 6220ая | группа 6220ая,ГАЛ | ,6220ая | Пятница | 13:00-16:00
P0092,Практические занятия,,Среда,13:10,16:10,еженедельно,Лечебный факультет,2.0,1 поток,RU,Лечебный факультет 1 поток,1208,Лечебный факультет / 2 курс / 1 поток,СИН,Семененя Игорь Николаевич,Семененя Игорь Николаевич,128,компьютерный класс,,,Расписание_26_08_ФИНАЛ.docx,,1208  СИН 128 (в комп 15.45),практические занятия | среда | 13:10 | 16:10 | 1208 | син | семененя игорь николаевич | 128 | компьютерный класс,СИН | Семененя Игорь Николаевич | Николаевич | С И Н,1208 | 1208 group | group 1208 | гр 1208 | группа 1208,СИН | ,1208 | Среда | 13:10-16:10
P0093,Практические занятия,,Четверг,13:10,16:10,еженедельно,Лечебный факультет,2.0,2 поток,RU,Лечебный факультет 2 поток,1214,Лечебный факультет / 2 курс / 2 поток,СИН,Семененя Игорь Николаевич,Семененя Игорь Николаевич,128,,,,Расписание_26_08_ФИНАЛ.docx,,1214  СИН 128,практические занятия | четверг | 13:10 | 16:10 | 1214 | син | семененя игорь николаевич | 128,СИН | Семененя Игорь Николаевич | Николаевич | С И Н,1214 | 1214 group | group 1214 | гр 1214 | группа 1214,СИН | ,1214 | Четверг | 13:10-16:10
P0094,Практические занятия,,Пятница,13:15,15:30,еженедельно,"МФИУ, Dentistry",2.0,,EN,"МФИУ, Dentistry ",6252ая,"МФИУ, Dentistry / 2 курс",ФВН,Фоменко Виктор Николаевич,Фоменко Виктор Николаевич,143,,,,Расписание_26_08_ФИНАЛ.docx,,6252ая  ФВН 143,практические занятия | пятница | 13:15 | 15:30 | 6252ая | фвн | фоменко виктор николаевич | 143,ФВН | Фоменко Виктор Николаевич | Николаевич | Ф В Н,6252ая | 6252ая group | group 6252ая | гр 6252ая | группа 6252ая,ФВН | ,6252ая | Пятница | 13:15-15:30
P0095,Практические занятия,,Среда,13:50,16:50,еженедельно,Лечебный факультет,2.0,1 поток,RU,Лечебный факультет 1 поток,1204,Лечебный факультет / 2 курс / 1 поток,ПТА,Пупа Татьяна Александровна,Пупа Татьяна Александровна,143,,,,Расписание_26_08_ФИНАЛ.docx,,1204 ПТА 143,практические занятия | среда | 13:50 | 16:50 | 1204 | пта | пупа татьяна александровна | 143,ПТА | Пупа Татьяна Александровна | Александровна | П Т А,1204 | 1204 group | group 1204 | гр 1204 | группа 1204,ПТА | ,1204 | Среда | 13:50-16:50
P0096,Практические занятия,,Среда,13:50,16:50,еженедельно,"МФИУ, General Medicine",2.0,1 поток,EN,"МФИУ, General Medicine 1 поток",6224ая,"МФИУ, General Medicine / 2 курс / 1 поток",ТГ,Северина Татьяна Геннадьевна,Северина Татьяна Геннадьевна,127,,,,Расписание_26_08_ФИНАЛ.docx,,6224ая ТГ 127,практические занятия | среда | 13:50 | 16:50 | 6224ая | тг | северина татьяна геннадьевна | 127,ТГ | Северина Татьяна Геннадьевна | Геннадьевна | С Т Г,6224ая | 6224ая group | group 6224ая | гр 6224ая | группа 6224ая,ТГ | ,6224ая | Среда | 13:50-16:50
P0097,Практические занятия,,Вторник,14:00,17:00,еженедельно,Лечебный факультет,2.0,3 поток,RU,Лечебный факультет 3 поток,1227,Лечебный факультет / 2 курс / 3 поток,ГАЛ,Григорьян Анастасия Леонтьевна,Григорьян Анастасия Леонтьевна,127,,,,Расписание_26_08_ФИНАЛ.docx,,1227  ГАЛ 127,практические занятия | вторник | 14:00 | 17:00 | 1227 | гал | григорьян анастасия леонтьевна | 127,ГАЛ | Григорьян Анастасия Леонтьевна | Леонтьевна | Г А Л,1227 | 1227 group | group 1227 | гр 1227 | группа 1227,ГАЛ | ,1227 | Вторник | 14:00-17:00
P0098,Практические занятия,,Вторник,14:00,17:00,еженедельно,Лечебный факультет,2.0,3 поток,RU,Лечебный факультет 3 поток,1229,Лечебный факультет / 2 курс / 3 поток,МО,Абаимова Маргарита Омистеровна,Абаимова Маргарита Омистеровна,129,,,,Расписание_26_08_ФИНАЛ.docx,,1229  МО 129,практические занятия | вторник | 14:00 | 17:00 | 1229 | мо | абаимова мария олеговна | 129,МО | Абаимова Мария Олеговна | Олеговна | А М О,1229 | 1229 group | group 1229 | гр 1229 | группа 1229,МО | ,1229 | Вторник | 14:00-17:00
P0099,Практические занятия,,Среда,14:00,17:00,еженедельно,Лечебный факультет,2.0,2 поток,RU,Лечебный факультет 2 поток,1215,Лечебный факультет / 2 курс / 2 поток,ГАЛ,Григорьян Анастасия Леонтьевна,Григорьян Анастасия Леонтьевна,129,,,,Расписание_26_08_ФИНАЛ.docx,,1215 ГАЛ 129,практические занятия | среда | 14:00 | 17:00 | 1215 | гал | григорьян анастасия леонтьевна | 129,ГАЛ | Григорьян Анастасия Леонтьевна | Леонтьевна | Г А Л,1215 | 1215 group | group 1215 | гр 1215 | группа 1215,ГАЛ | ,1215 | Среда | 14:00-17:00
P0100,Практические занятия,,Среда,14:40,17:40,еженедельно,"МФИУ, General Medicine",2.0,1 поток,RU,"МФИУ, General Medicine 1 поток",6202,"МФИУ, General Medicine / 2 курс / 1 поток",ВД,Водянова Валерия Дмитриевна,Водянова Валерия Дмитриевна,130,,,,Расписание_26_08_ФИНАЛ.docx,,6202 ВД 130,практические занятия | среда | 14:40 | 17:40 | 6202 | вд | водянова виктория дмитриевна | 130,ВД | Водянова Валерия Дмитриевна | Дмитриевна | В В Д,6202 | 6202 group | group 6202 | гр 6202 | группа 6202,ВД | ,6202 | Среда | 14:40-17:40
P0101,Практические занятия,,Среда,14:40,17:40,еженедельно,"МФИУ, General Medicine",2.0,1 поток,RU,"МФИУ, General Medicine 1 поток",6206,"МФИУ, General Medicine / 2 курс / 1 поток",МО,Абаимова Маргарита Омистеровна,Абаимова Маргарита Омистеровна,142-1,,,,Расписание_26_08_ФИНАЛ.docx,,6206 ЛХ 142-1,практические занятия | среда | 14:40 | 17:40 | 6206 | лх | эль самархани латифа холедовна | 142-1,ЛХ | Эль Сахмарани Латифа Холедовна | Холедовна | Э С Л Х,6206 | 6206 group | group 6206 | гр 6206 | группа 6206,ЛХ | ,6206 | Среда | 14:40-17:40
P0102,Практические занятия,,Среда,14:40,17:40,еженедельно,"МФИУ, General Medicine",2.0,1 поток,RU,"МФИУ, General Medicine 1 поток",6207,"МФИУ, General Medicine / 2 курс / 1 поток",ПАИ,Печурский Алексей Ильич,Печурский Алексей Ильич,133,,,,Расписание_26_08_ФИНАЛ.docx,,6207 ПАИ 133,практические занятия | среда | 14:40 | 17:40 | 6207 | паи | печурский александр игоревич | 133,ПАИ | Печурский Александр Игоревич | Игоревич | П А И,6207 | 6207 group | group 6207 | гр 6207 | группа 6207,ПАИ | ,6207 | Среда | 14:40-17:40
P0103,Практические занятия,,Среда,14:40,17:40,еженедельно,"МФИУ, General Medicine",2.0,1 поток,RU,"МФИУ, General Medicine 1 поток",6208,"МФИУ, General Medicine / 2 курс / 1 поток",ДАД,Данченко Александр Дмитриевич,Данченко Александр Дмитриевич,142-2,,,,Расписание_26_08_ФИНАЛ.docx,,6208 ДАД 142-2,практические занятия | среда | 14:40 | 17:40 | 6208 | дад | данченко александр дмитриевич | 142-2,ДАД | Данченко Александр Дмитриевич | Дмитриевич | Д А Д,6208 | 6208 group | group 6208 | гр 6208 | группа 6208,ДАД | ,6208 | Среда | 14:40-17:40
P0104,Практические занятия,,Понедельник,14:50,17:50,еженедельно,"МФИУ, General Medicine",2.0,1 поток,RU,"МФИУ, General Medicine 1 поток",6205,"МФИУ, General Medicine / 2 курс / 1 поток",СИА,Сергеев Иван Алексеевич,Сергеев Иван Алексеевич,127,,,,Расписание_26_08_ФИНАЛ.docx,,6205  СИА 127,практические занятия | понедельник | 14:50 | 17:50 | 6205 | сиа | сергеев иван александрович | 127,СИА | Сергеев Иван Алексеевич | Александрович | С И А,6205 | 6205 group | group 6205 | гр 6205 | группа 6205,СИА | ,6205 | Понедельник | 14:50-17:50
P0105,Практические занятия,,Понедельник,14:50,17:50,еженедельно,"МФИУ, General Medicine",2.0,2 поток,RU,"МФИУ, General Medicine 2 поток",6210,"МФИУ, General Medicine / 2 курс / 2 поток",МО,Абаимова Маргарита Омистеровна,Абаимова Маргарита Омистеровна,142-1,,,,Расписание_26_08_ФИНАЛ.docx,,6210  МО 142-1,практические занятия | понедельник | 14:50 | 17:50 | 6210 | мо | абаимова мария олеговна | 142-1,МО | Абаимова Мария Олеговна | Олеговна | А М О,6210 | 6210 group | group 6210 | гр 6210 | группа 6210,МО | ,6210 | Понедельник | 14:50-17:50
P0106,Практические занятия,,Понедельник,14:50,17:50,еженедельно,"МФИУ, General Medicine",2.0,2 поток,RU,"МФИУ, General Medicine 2 поток",6211,"МФИУ, General Medicine / 2 курс / 2 поток",ВД,Водянова Валерия Дмитриевна,Водянова Валерия Дмитриевна,128,,,,Расписание_26_08_ФИНАЛ.docx,,6211 ВД 128,практические занятия | понедельник | 14:50 | 17:50 | 6211 | вд | водянова виктория дмитриевна | 128,ВД | Водянова Валерия Дмитриевна | Дмитриевна | В В Д,6211 | 6211 group | group 6211 | гр 6211 | группа 6211,ВД | ,6211 | Понедельник | 14:50-17:50
