event_id,schedule_type,date,weekday,start_time,end_time,recurrence,faculty,course,stream,language,group_block,group_or_stream,faculty_course_stream,teacher_abbr,teacher_name,teacher_name_full,room,location,topic,needs_review,source_file,source_row,raw_line,search_blob,teacher_alias_blob,group_alias_blob,teacher_date_key,group_time_key
L0027,Лекции,2026-09-29,Вторник,13:10,14:10,однократно,Стоматологический факультет,,Стоматология,RU,,,Стоматология,ВИВ,Власенко Василий Иванович,Власенко Василий Иванович,,,Вентиляция легких.  Газообмен в легких и тканях,,Сводка_лекций_осень_2026.xlsx,27.0,29.09.2026 | 13.10-14.10 | Стоматология | Вентиляция легких.  Газообмен в легких и тканях | Власенко В.И.,лекции | вторник | 13:10 | 14:10 | вив | власенко виктория ивановна | вентиляция легких.  газообмен в легких и тканях,ВИВ | Власенко Василий Иванович | Ивановна | В В И,,ВИВ | 2026-09-29, | Вторник | 13:10-14:10
L0028,Лекции,2026-09-29,Вторник,13:45,14:45,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ПВА,Переверзев Владимир Алексеевич,Переверзев Владимир Алексеевич,,,Основы информационного обмена клетки с окружающей средой: химическая сигнализация Общая физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,28.0,29.09.2026 | 13.45-14.45 | Леч/Пед/МФИУ | Основы информационного обмена клетки с окружающей средой: химическая сигнализация Общая физиология эндокринной системы | Переверзев В.А.,лекции | вторник | 13:45 | 14:45 | пва | переверзев владимир алексеевич | основы информационного обмена клетки с окружающей средой: химическая сигнализация общая физиология эндокринной системы,ПВА | Переверзев Владимир Алексеевич | Алексеевич | П В А,,ПВА | 2026-09-29, | Вторник | 13:45-14:45
L0029,Лекции,2026-09-29,Вторник,14:25,15:25,однократно,Фармацевтический факультет,,Фармация (англ.),EN,,,Фармация (англ.),ЮВ,Гайкович Юлия Владимировна,Гайкович Юлия Владимировна,,,"Structure and functions of peripheral nerves, conduction of excitation along them. Synaptic transmission",,Сводка_лекций_осень_2026.xlsx,29.0,"29.09.2026 | 14.25-15.25 | Фармация (англ.) | Structure and functions of peripheral nerves, conduction of excitation along them. Synaptic transmission | Гайкович Ю.В.","лекции | вторник | 14:25 | 15:25 | юв | гайкович юлия владимировна | structure and functions of peripheral nerves, conduction of excitation along them. synaptic transmission",ЮВ | Гайкович Юлия Владимировна | Владимировна | Г Ю В,,ЮВ | 2026-09-29, | Вторник | 14:25-15:25
L0030,Лекции,2026-09-30,Среда,11:35,12:35,однократно,Лечебный / Педиатрический / МФИУ,,"Леч (General Medicine, англ.)",EN,,,"Леч (General Medicine, англ.)",ТГ,Северина Татьяна Геннадьевна,Северина Татьяна Геннадьевна,,,Physiology of endocrine system,,Сводка_лекций_осень_2026.xlsx,30.0,"30.09.2026 | 11.35-12.35 | Леч (General Medicine, англ.) | Physiology of endocrine system | Северина Т.Г.",лекции | среда | 11:35 | 12:35 | тг | северина татьяна геннадьевна | physiology of endocrine system,ТГ | Северина Татьяна Геннадьевна | Геннадьевна | С Т Г,,ТГ | 2026-09-30, | Среда | 11:35-12:35
L0031,Лекции,2026-09-30,Среда,12:50,13:50,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ВИВ,Власенко Василий Иванович,Власенко Василий Иванович,,,Основы информационного обмена клетки с окружающей средой: химическая сигнализация Общая физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,31.0,30.09.2026 | 12.50-13.50 | Леч/Пед/МФИУ | Основы информационного обмена клетки с окружающей средой: химическая сигнализация Общая физиология эндокринной системы | Власенко В.И.,лекции | среда | 12:50 | 13:50 | вив | власенко виктория ивановна | основы информационного обмена клетки с окружающей средой: химическая сигнализация общая физиология эндокринной системы,ВИВ | Власенко Василий Иванович | Ивановна | В В И,,ВИВ | 2026-09-30, | Среда | 12:50-13:50
L0032,Лекции,2026-10-01,Четверг,12:00,13:00,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ПТА,Пупа Татьяна Александровна,Пупа Татьяна Александровна,,,Основы информационного обмена клетки с окружающей средой: химическая сигнализация Общая физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,32.0,01.10.2026 | 12.00-13.00 | Леч/Пед/МФИУ | Основы информационного обмена клетки с окружающей средой: химическая сигнализация Общая физиология эндокринной системы | Пупа Т.А.,лекции | четверг | 12:00 | 13:00 | пта | пупа татьяна александровна | основы информационного обмена клетки с окружающей средой: химическая сигнализация общая физиология эндокринной системы,ПТА | Пупа Татьяна Александровна | Александровна | П Т А,,ПТА | 2026-10-01, | Четверг | 12:00-13:00
L0033,Лекции,2026-10-02,Пятница,09:35,10:35,однократно,Фармацевтический факультет,,Фармация,RU,,,Фармация,ПВА,Переверзев Владимир Алексеевич,Переверзев Владимир Алексеевич,,,"Эндокринная система, физиологическая роль и регуляция образования гормонов. Механизмы гормональной регуляции физиологических функций",,Сводка_лекций_осень_2026.xlsx,33.0,"02.10.2026 | 09.35-10.35 | Фармация | Эндокринная система, физиологическая роль и регуляция образования гормонов. Механизмы гормональной регуляции физиологических функций | Переверзев В.А.","лекции | пятница | 09:35 | 10:35 | пва | переверзев владимир алексеевич | эндокринная система, физиологическая роль и регуляция образования гормонов. механизмы гормональной регуляции физиологических функций",ПВА | Переверзев Владимир Алексеевич | Алексеевич | П В А,,ПВА | 2026-10-02, | Пятница | 09:35-10:35
L0034,Лекции,2026-10-02,Пятница,13:05,14:05,однократно,Медико-профилактический факультет,,МПФ,RU,,,МПФ,ПВА,Переверзев Владимир Алексеевич,Переверзев Владимир Алексеевич,,,Газообмен в легких и тканях. Транспорт газов кровью,,Сводка_лекций_осень_2026.xlsx,34.0,02.10.2026 | 13.05-14.05 | МПФ | Газообмен в легких и тканях. Транспорт газов кровью | Переверзев В.А.,лекции | пятница | 13:05 | 14:05 | пва | переверзев владимир алексеевич | газообмен в легких и тканях. транспорт газов кровью,ПВА | Переверзев Владимир Алексеевич | Алексеевич | П В А,,ПВА | 2026-10-02, | Пятница | 13:05-14:05
L0035,Лекции,2026-10-02,Пятница,08:00,09:00,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ВИВ,Власенко Василий Иванович,Власенко Василий Иванович,,,Основы информационного обмена клетки с окружающей средой: химическая сигнализация Общая физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,35.0,02.10.2026 | 8.00-9.00 | Леч/Пед/МФИУ | Основы информационного обмена клетки с окружающей средой: химическая сигнализация Общая физиология эндокринной системы | Власенко В.И.,лекции | пятница | 8:00 | 9:00 | вив | власенко виктория ивановна | основы информационного обмена клетки с окружающей средой: химическая сигнализация общая физиология эндокринной системы,ВИВ | Власенко Василий Иванович | Ивановна | В В И,,ВИВ | 2026-10-02, | Пятница | 8:00-9:00
L0036,Лекции,2026-10-05,Понедельник,12:30,13:30,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,МО,Абаимова Маргарита Омистеровна,Абаимова Маргарита Омистеровна,,,Физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,36.0,05.10.2026 | 12.30-13.30 | Леч/Пед/МФИУ | Физиология эндокринной системы | Абаимова М.О.,лекции | понедельник | 12:30 | 13:30 | мо | абаимова мария олеговна | физиология эндокринной системы,МО | Абаимова Мария Олеговна | Олеговна | А М О,,МО | 2026-10-05, | Понедельник | 12:30-13:30
L0037,Лекции,2026-10-06,Вторник,13:45,14:45,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ПВА,Переверзев Владимир Алексеевич,Переверзев Владимир Алексеевич,,,Физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,37.0,06.10.2026 | 13.45-14.45 | Леч/Пед/МФИУ | Физиология эндокринной системы | Переверзев В.А.,лекции | вторник | 13:45 | 14:45 | пва | переверзев владимир алексеевич | физиология эндокринной системы,ПВА | Переверзев Владимир Алексеевич | Алексеевич | П В А,,ПВА | 2026-10-06, | Вторник | 13:45-14:45
L0038,Лекции,2026-10-06,Вторник,14:25,15:25,однократно,Фармацевтический факультет,,Фармация (англ.),EN,,,Фармация (англ.),ЮВ,Гайкович Юлия Владимировна,Гайкович Юлия Владимировна,,,"Muscle tissue: types, structure, functions. Skeletal and smooth muscles tissues.",,Сводка_лекций_осень_2026.xlsx,38.0,"06.10.2026 | 14.25-15.25 | Фармация (англ.) | Muscle tissue: types, structure, functions. Skeletal and smooth muscles tissues. | Гайкович Ю.В.","лекции | вторник | 14:25 | 15:25 | юв | гайкович юлия владимировна | muscle tissue: types, structure, functions. skeletal and smooth muscles tissues.",ЮВ | Гайкович Юлия Владимировна | Владимировна | Г Ю В,,ЮВ | 2026-10-06, | Вторник | 14:25-15:25
L0039,Лекции,2026-10-07,Среда,10:25,11:25,однократно,Стоматологический факультет,,Стоматология,RU,,,Стоматология,АГ,Чабан Алла Геннадьевна,Чабан Алла Геннадьевна,,,Обмен веществ и энергии. Терморегуляция,,Сводка_лекций_осень_2026.xlsx,39.0,07.10.2026 | 10.25-11.25 | Стоматология | Обмен веществ и энергии. Терморегуляция | Чабан А.Г.,лекции | среда | 10:25 | 11:25 | аг | чабан анна геннадьевна | обмен веществ и энергии. терморегуляция,АГ | Чабан Анна Геннадьевна | Геннадьевна | Ч А Г,,АГ | 2026-10-07, | Среда | 10:25-11:25
L0040,Лекции,2026-10-07,Среда,12:50,13:50,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ПВА,Переверзев Владимир Алексеевич,Переверзев Владимир Алексеевич,,,Физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,40.0,07.10.2026 | 12.50-13.50 | Леч/Пед/МФИУ | Физиология эндокринной системы | Переверзев В.А.,лекции | среда | 12:50 | 13:50 | пва | переверзев владимир алексеевич | физиология эндокринной системы,ПВА | Переверзев Владимир Алексеевич | Алексеевич | П В А,,ПВА | 2026-10-07, | Среда | 12:50-13:50
L0041,Лекции,2026-10-08,Четверг,13:10,14:10,однократно,Стоматологический факультет,,Стоматология,RU,,,Стоматология,ПТА,Пупа Татьяна Александровна,Пупа Татьяна Александровна,,,Вентиляция легких.  Газообмен в легких и тканях,,Сводка_лекций_осень_2026.xlsx,41.0,08.10.2026 | 13.10-14.10 | Стоматология | Вентиляция легких.  Газообмен в легких и тканях | Пупа Т.А.,лекции | четверг | 13:10 | 14:10 | пта | пупа татьяна александровна | вентиляция легких.  газообмен в легких и тканях,ПТА | Пупа Татьяна Александровна | Александровна | П Т А,,ПТА | 2026-10-08, | Четверг | 13:10-14:10
L0042,Лекции,2026-10-09,Пятница,12:00,13:00,однократно,Стоматологический факультет,,Стоматология (англ.),EN,,,Стоматология (англ.),ФВН,Фоменко Виктор Николаевич,Фоменко Виктор Николаевич,,,Energy balance and metabolism. Physiology of thermoregulation,,Сводка_лекций_осень_2026.xlsx,42.0,09.10.2026 | 12.00-13.00 | Стоматология (англ.) | Energy balance and metabolism. Physiology of thermoregulation | Фоменко В.Н.,лекции | пятница | 12:00 | 13:00 | фвн | фоменко виктор николаевич | energy balance and metabolism. physiology of thermoregulation,ФВН | Фоменко Виктор Николаевич | Николаевич | Ф В Н,,ФВН | 2026-10-09, | Пятница | 12:00-13:00
L0043,Лекции,2026-10-09,Пятница,13:05,14:05,однократно,Медико-профилактический факультет,,МПФ,RU,,,МПФ,ПВА,Переверзев Владимир Алексеевич,Переверзев Владимир Алексеевич,,,Регуляция дыхания,,Сводка_лекций_осень_2026.xlsx,43.0,09.10.2026 | 13.05-14.05 | МПФ | Регуляция дыхания | Переверзев В.А.,лекции | пятница | 13:05 | 14:05 | пва | переверзев владимир алексеевич | регуляция дыхания,ПВА | Переверзев Владимир Алексеевич | Алексеевич | П В А,,ПВА | 2026-10-09, | Пятница | 13:05-14:05
L0044,Лекции,2026-10-09,Пятница,08:00,09:00,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,АГ,Чабан Алла Геннадьевна,Чабан Алла Геннадьевна,,,Физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,44.0,09.10.2026 | 8.00-9.00 | Леч/Пед/МФИУ | Физиология эндокринной системы | Чабан А.Г.,лекции | пятница | 8:00 | 9:00 | аг | чабан анна геннадьевна | физиология эндокринной системы,АГ | Чабан Анна Геннадьевна | Геннадьевна | Ч А Г,,АГ | 2026-10-09, | Пятница | 8:00-9:00
L0045,Лекции,2026-10-12,Понедельник,10:40,11:40,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,МО,Абаимова Маргарита Омистеровна,Абаимова Маргарита Омистеровна,,,Физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,45.0,12.10.2026 | 10.40-11.40 | Леч/Пед/МФИУ | Физиология эндокринной системы | Абаимова М.О.,лекции | понедельник | 10:40 | 11:40 | мо | абаимова мария олеговна | физиология эндокринной системы,МО | Абаимова Мария Олеговна | Олеговна | А М О,,МО | 2026-10-12, | Понедельник | 10:40-11:40
L0046,Лекции,2026-10-12,Понедельник,14:40,15:40,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,СИН,Семененя Игорь Николаевич,Семененя Игорь Николаевич,,,Физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,46.0,12.10.2026 | 14.40-15.40 | Леч/Пед/МФИУ | Физиология эндокринной системы | Семененя И.Н.,лекции | понедельник | 14:40 | 15:40 | син | семененя игорь николаевич | физиология эндокринной системы,СИН | Семененя Игорь Николаевич | Николаевич | С И Н,,СИН | 2026-10-12, | Понедельник | 14:40-15:40
L0047,Лекции,2026-10-13,Вторник,10:25,11:25,однократно,Лечебный / Педиатрический / МФИУ,,"Леч (General Medicine, англ.)",EN,,,"Леч (General Medicine, англ.)",ТГ,Северина Татьяна Геннадьевна,Северина Татьяна Геннадьевна,,,Electrical signaling. Biological potentials. Conduction of excitation along the nerve fibers,,Сводка_лекций_осень_2026.xlsx,47.0,"13.10.2026 | 10.25-11.25 | Леч (General Medicine, англ.) | Electrical signaling. Biological potentials. Conduction of excitation along the nerve fibers | Северина Т.Г.",лекции | вторник | 10:25 | 11:25 | тг | северина татьяна геннадьевна | electrical signaling. biological potentials. conduction of excitation along the nerve fibers,ТГ | Северина Татьяна Геннадьевна | Геннадьевна | С Т Г,,ТГ | 2026-10-13, | Вторник | 10:25-11:25
L0048,Лекции,2026-10-13,Вторник,13:45,14:45,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ПВА,Переверзев Владимир Алексеевич,Переверзев Владимир Алексеевич,,,Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам,,Сводка_лекций_осень_2026.xlsx,48.0,13.10.2026 | 13.45-14.45 | Леч/Пед/МФИУ | Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам | Переверзев В.А.,лекции | вторник | 13:45 | 14:45 | пва | переверзев владимир алексеевич | электрическая сигнализация. биологические потенциалы. проведение возбуждения по нервным волокнам,ПВА | Переверзев Владимир Алексеевич | Алексеевич | П В А,,ПВА | 2026-10-13, | Вторник | 13:45-14:45
L0049,Лекции,2026-10-13,Вторник,14:25,15:25,однократно,Фармацевтический факультет,,Фармация (англ.),EN,,,Фармация (англ.),ЮВ,Гайкович Юлия Владимировна,Гайкович Юлия Владимировна,,,General physiology of central nervous system. Nervous centers. Refectory theory,,Сводка_лекций_осень_2026.xlsx,49.0,13.10.2026 | 14.25-15.25 | Фармация (англ.) | General physiology of central nervous system. Nervous centers. Refectory theory | Гайкович Ю.В.,лекции | вторник | 14:25 | 15:25 | юв | гайкович юлия владимировна | general physiology of central nervous system. nervous centers. refectory theory,ЮВ | Гайкович Юлия Владимировна | Владимировна | Г Ю В,,ЮВ | 2026-10-13, | Вторник | 14:25-15:25
L0050,Лекции,2026-10-14,Среда,11:35,12:35,однократно,Лечебный / Педиатрический / МФИУ,,"Леч (General Medicine, англ.)",EN,,,"Леч (General Medicine, англ.)",ТГ,Северина Татьяна Геннадьевна,Северина Татьяна Геннадьевна,,,Electrical signaling. Biological potentials. Conduction of excitation along the nerve fibers,,Сводка_лекций_осень_2026.xlsx,50.0,"14.10.2026 | 11.35-12.35 | Леч (General Medicine, англ.) | Electrical signaling. Biological potentials. Conduction of excitation along the nerve fibers | Северина Т.Г.",лекции | среда | 11:35 | 12:35 | тг | северина татьяна геннадьевна | electrical signaling. biological potentials. conduction of excitation along the nerve fibers,ТГ | Северина Татьяна Геннадьевна | Геннадьевна | С Т Г,,ТГ | 2026-10-14, | Среда | 11:35-12:35
L0051,Лекции,2026-10-15,Четверг,12:00,13:00,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,СИН,Семененя Игорь Николаевич,Семененя Игорь Николаевич,,,Физиология эндокринной системы,,Сводка_лекций_осень_2026.xlsx,51.0,15.10.2026 | 12.00-13.00 | Леч/Пед/МФИУ | Физиология эндокринной системы | Семененя И.Н.,лекции | четверг | 12:00 | 13:00 | син | семененя игорь николаевич | физиология эндокринной системы,СИН | Семененя Игорь Николаевич | Николаевич | С И Н,,СИН | 2026-10-15, | Четверг | 12:00-13:00
L0052,Лекции,2026-10-16,Пятница,09:35,10:35,однократно,Фармацевтический факультет,,Фармация,RU,,,Фармация,АГ,Чабан Алла Геннадьевна,Чабан Алла Геннадьевна,,,Электрическая сигнализация. Законы реагирования возбудимых тканей. Биологические потенциалы. Изменение возбудимости при возбуждении,,Сводка_лекций_осень_2026.xlsx,52.0,16.10.2026 | 09.35-10.35 | Фармация | Электрическая сигнализация. Законы реагирования возбудимых тканей. Биологические потенциалы. Изменение возбудимости при возбуждении | Чабан А.Г.,лекции | пятница | 09:35 | 10:35 | аг | чабан анна геннадьевна | электрическая сигнализация. законы реагирования возбудимых тканей. биологические потенциалы. изменение возбудимости при возбуждении,АГ | Чабан Анна Геннадьевна | Геннадьевна | Ч А Г,,АГ | 2026-10-16, | Пятница | 09:35-10:35
L0053,Лекции,2026-10-19,Понедельник,10:40,11:40,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ПВА,Переверзев Владимир Алексеевич,Переверзев Владимир Алексеевич,,,Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам,,Сводка_лекций_осень_2026.xlsx,53.0,19.10.2026 | 10.40-11.40 | Леч/Пед/МФИУ | Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам | Переверзев В.А.,лекции | понедельник | 10:40 | 11:40 | пва | переверзев владимир алексеевич | электрическая сигнализация. биологические потенциалы. проведение возбуждения по нервным волокнам,ПВА | Переверзев Владимир Алексеевич | Алексеевич | П В А,,ПВА | 2026-10-19, | Понедельник | 10:40-11:40
L0054,Лекции,2026-10-19,Понедельник,12:30,13:30,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ПТА,Пупа Татьяна Александровна,Пупа Татьяна Александровна,,,Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам,,Сводка_лекций_осень_2026.xlsx,54.0,19.10.2026 | 12.30-13.30 | Леч/Пед/МФИУ | Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам | Пупа Т.А.,лекции | понедельник | 12:30 | 13:30 | пта | пупа татьяна александровна | электрическая сигнализация. биологические потенциалы. проведение возбуждения по нервным волокнам,ПТА | Пупа Татьяна Александровна | Александровна | П Т А,,ПТА | 2026-10-19, | Понедельник | 12:30-13:30
L0055,Лекции,2026-10-19,Понедельник,14:40,15:40,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,СИН,Семененя Игорь Николаевич,Семененя Игорь Николаевич,,,Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам,,Сводка_лекций_осень_2026.xlsx,55.0,19.10.2026 | 14.40-15.40 | Леч/Пед/МФИУ | Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам | Семененя И.Н.,лекции | понедельник | 14:40 | 15:40 | син | семененя игорь николаевич | электрическая сигнализация. биологические потенциалы. проведение возбуждения по нервным волокнам,СИН | Семененя Игорь Николаевич | Николаевич | С И Н,,СИН | 2026-10-19, | Понедельник | 14:40-15:40
L0056,Лекции,2026-10-20,Вторник,10:25,11:25,однократно,Лечебный / Педиатрический / МФИУ,,"Леч (General Medicine, англ.)",EN,,,"Леч (General Medicine, англ.)",ТГ,Северина Татьяна Геннадьевна,Северина Татьяна Геннадьевна,,,Synaptic transmission. Neuromuscular junction,,Сводка_лекций_осень_2026.xlsx,56.0,"20.10.2026 | 10.25-11.25 | Леч (General Medicine, англ.) | Synaptic transmission. Neuromuscular junction | Северина Т.Г.",лекции | вторник | 10:25 | 11:25 | тг | северина татьяна геннадьевна | synaptic transmission. neuromuscular junction,ТГ | Северина Татьяна Геннадьевна | Геннадьевна | С Т Г,,ТГ | 2026-10-20, | Вторник | 10:25-11:25
L0057,Лекции,2026-10-20,Вторник,13:10,14:10,однократно,Стоматологический факультет,,Стоматология,RU,,,Стоматология,ВИВ,Власенко Василий Иванович,Власенко Василий Иванович,,,Пищеварение в полости рта и желудке,,Сводка_лекций_осень_2026.xlsx,57.0,20.10.2026 | 13.10-14.10 | Стоматология | Пищеварение в полости рта и желудке | Власенко В.И.,лекции | вторник | 13:10 | 14:10 | вив | власенко виктория ивановна | пищеварение в полости рта и желудке,ВИВ | Власенко Василий Иванович | Ивановна | В В И,,ВИВ | 2026-10-20, | Вторник | 13:10-14:10
L0058,Лекции,2026-10-20,Вторник,14:25,15:25,однократно,Фармацевтический факультет,,Фармация (англ.),EN,,,Фармация (англ.),ЮВ,Гайкович Юлия Владимировна,Гайкович Юлия Владимировна,,,"Autonomic nervous system: structure, functions, mechanisms of control of internal organs work. Autonomic reflexes.",,Сводка_лекций_осень_2026.xlsx,58.0,"20.10.2026 | 14.25-15.25 | Фармация (англ.) | Autonomic nervous system: structure, functions, mechanisms of control of internal organs work. Autonomic reflexes. | Гайкович Ю.В.","лекции | вторник | 14:25 | 15:25 | юв | гайкович юлия владимировна | autonomic nervous system: structure, functions, mechanisms of control of internal organs work. autonomic reflexes.",ЮВ | Гайкович Юлия Владимировна | Владимировна | Г Ю В,,ЮВ | 2026-10-20, | Вторник | 14:25-15:25
L0059,Лекции,2026-10-21,Среда,10:25,11:25,однократно,Стоматологический факультет,,Стоматология,RU,,,Стоматология,АГ,Чабан Алла Геннадьевна,Чабан Алла Геннадьевна,,,Физиология выделения,,Сводка_лекций_осень_2026.xlsx,59.0,21.10.2026 | 10.25-11.25 | Стоматология | Физиология выделения | Чабан А.Г.,лекции | среда | 10:25 | 11:25 | аг | чабан анна геннадьевна | физиология выделения,АГ | Чабан Анна Геннадьевна | Геннадьевна | Ч А Г,,АГ | 2026-10-21, | Среда | 10:25-11:25
L0060,Лекции,2026-10-21,Среда,11:35,12:35,однократно,Лечебный / Педиатрический / МФИУ,,"Леч (General Medicine, англ.)",EN,,,"Леч (General Medicine, англ.)",ТГ,Северина Татьяна Геннадьевна,Северина Татьяна Геннадьевна,,,Synaptic transmission. Neuromuscular junction,,Сводка_лекций_осень_2026.xlsx,60.0,"21.10.2026 | 11.35-12.35 | Леч (General Medicine, англ.) | Synaptic transmission. Neuromuscular junction | Северина Т.Г.",лекции | среда | 11:35 | 12:35 | тг | северина татьяна геннадьевна | synaptic transmission. neuromuscular junction,ТГ | Северина Татьяна Геннадьевна | Геннадьевна | С Т Г,,ТГ | 2026-10-21, | Среда | 11:35-12:35
L0061,Лекции,2026-10-21,Среда,12:50,13:50,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ВИВ,Власенко Василий Иванович,Власенко Василий Иванович,,,Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам,,Сводка_лекций_осень_2026.xlsx,61.0,21.10.2026 | 12.50-13.50 | Леч/Пед/МФИУ | Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам | Власенко В.И.,лекции | среда | 12:50 | 13:50 | вив | власенко виктория ивановна | электрическая сигнализация. биологические потенциалы. проведение возбуждения по нервным волокнам,ВИВ | Власенко Василий Иванович | Ивановна | В В И,,ВИВ | 2026-10-21, | Среда | 12:50-13:50
L0062,Лекции,2026-10-22,Четверг,12:00,13:00,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ПТА,Пупа Татьяна Александровна,Пупа Татьяна Александровна,,,Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам,,Сводка_лекций_осень_2026.xlsx,62.0,22.10.2026 | 12.00-13.00 | Леч/Пед/МФИУ | Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам | Пупа Т.А.,лекции | четверг | 12:00 | 13:00 | пта | пупа татьяна александровна | электрическая сигнализация. биологические потенциалы. проведение возбуждения по нервным волокнам,ПТА | Пупа Татьяна Александровна | Александровна | П Т А,,ПТА | 2026-10-22, | Четверг | 12:00-13:00
L0063,Лекции,2026-10-22,Четверг,13:10,14:10,однократно,Стоматологический факультет,,Стоматология,RU,,,Стоматология,ТП,Голодок Татьяна Петровна,Голодок Татьяна Петровна,,,Пищеварение в полости рта и желудке,,Сводка_лекций_осень_2026.xlsx,63.0,22.10.2026 | 13.10-14.10 | Стоматология | Пищеварение в полости рта и желудке | Голодок Т.П.,лекции | четверг | 13:10 | 14:10 | тп | голодок татьяна павловна | пищеварение в полости рта и желудке,ТП | Голодок Татьяна Павловна | Павловна | Г Т П,,ТП | 2026-10-22, | Четверг | 13:10-14:10
L0064,Лекции,2026-10-23,Пятница,12:00,13:00,однократно,Стоматологический факультет,,Стоматология (англ.),EN,,,Стоматология (англ.),ЮВ,Гайкович Юлия Владимировна,Гайкович Юлия Владимировна,,,Physiology of excretion,,Сводка_лекций_осень_2026.xlsx,64.0,23.10.2026 | 12.00-13.00 | Стоматология (англ.) | Physiology of excretion | Гайкович Ю.В.,лекции | пятница | 12:00 | 13:00 | юв | гайкович юлия владимировна | physiology of excretion,ЮВ | Гайкович Юлия Владимировна | Владимировна | Г Ю В,,ЮВ | 2026-10-23, | Пятница | 12:00-13:00
L0065,Лекции,2026-10-23,Пятница,08:00,09:00,однократно,Лечебный / Педиатрический / МФИУ,,Леч/Пед/МФИУ,RU,,,Леч/Пед/МФИУ,ВИВ,Власенко Василий Иванович,Власенко Василий Иванович,,,Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам,,Сводка_лекций_осень_2026.xlsx,65.0,23.10.2026 | 8.00-9.00 | Леч/Пед/МФИУ | Электрическая сигнализация. Биологические потенциалы. Проведение возбуждения по нервным волокнам | Власенко В.И.,лекции | пятница | 8:00 | 9:00 | вив | власенко виктория ивановна | электрическая сигнализация. биологические потенциалы. проведение возбуждения по нервным волокнам,ВИВ | Власенко Василий Иванович | Ивановна | В В И,,ВИВ | 2026-10-23, | Пятница | 8:00-9:00
